tags,pt-br,es,en,ru,de,status
aboutus.h3.andressa,Andressa Bianchi Gumier,Andressa Bianchi Gumier,Andressa Bianchi Gumier,Андресса Бианчи Гумиер,Daniela Aparecida Pereira,ok
aboutus.p.andressa,Psicóloga com formação em Terapia Cognitivo-Comportamental. Mestranda em Psicologia com o projeto “Comparação da eficácia da Psicoterapia breve via internet e presencial para dependentes de álcool: um estudo randomizado”.,"Psicóloga con Formación en Terapia Cognitivo-Comportamental. Estudiante de Maestría en Psicologia UFJF con el proyecto  “ Comparación de la eficacia de la Psicoterapia breve via Internet y presencial para dependientes de alcohol: un estudio aleatorio"".","Psychologist with expertise on Behavioral Cognitive therapy. Master Degree Student with the project ""Comparing the effectiveness of Via internet brief therapy and face to face support for alcoholics: a randomized study"".","Психолог в области Поведенческо-Когнитивной терапии. Студент магистратуры, работает над проектом ""Сравнение эффективности коротковременной терапии по интернету и один-на-один терапии вживую для алкоголиков: рандомизированное исследование"".",Studentin im Bereich Computational Engineering und Stipendiatin der staatlichen Universität Juiz de Fora.,ok
aboutus.h3.nathalia,Nathalia Munck Machado,Nathalia Munck Machado,Nathalia Munck Machado,Наталия Мунк Машадо,Nathalia Munck Machado,ok
aboutus.p.nathalia,Pesquisadora do CREPEIA e aluna de mestrado na UFJF. Coordenadora de território no Centro Regional de Referência sobre Drogas da UFJF. Psicóloga com graduação sanduíche na Universidade de Kansas (EUA) no projeto UkanQuit da Escola de Medicina da Universidade de Kansas (KU).,Pesquisadora do CREPEIA e membro do Centro Regional de Referência sobre  Drogas da UFJF. Psicóloga com graduação sanduíche na Universidade de  Kansas (EUA) no projeto UkanQuit da Escola de Medicina da Universidade  de Kansas (KU).,Researcher at CREPEIA and master's student at UFJF. Psychology (UFJF) with research scholarship at UkanQuit (Kansas University Medical Center). ,Исследователь в CREPEIA и студент магистратуры в UFJF. Стипендиатор в UkanQuit (Медицинский Центр Университета Канзаса).,Pesquisadora do CREPEIA e membro do Centro Regional de Referência sobre  Drogas da UFJF. Psicóloga com graduação sanduíche na Universidade de  Kansas (EUA) no projeto UkanQuit da Escola de Medicina da Universidade  de Kansas (KU).,ok
aboutus.h3.danielacarvalho,Daniela Carvalho,Daniela Carvalho,Daniela Carvalho,Даниэла Карвальо,Daniela Carvalho,ok
aboutus.p.danielacarvalho,"Graduanda em Psicologia pela Universidade Federal de Juiz de Fora. Atualmente é  bolsista de Iniciação Cientifica, atua em estratégias de atuação de marketing e divulgação do site Viva sem Tabaco.","Graduanda em Psicologia pela Universidade Federal de Juiz de Fora. Atualmente é  bolsista de Iniciação Cientifica, atua em estratégias de atuação de marketing e divulgação do site Viva sem Tabaco.",Researcher at CREPEIA and student of Psychology at Federal University of Juiz de Fora. Currently has a researcher scholarship at UFJF,Исследователь в CREPEIA и студент факультета Психологии в Федерально Университете Жуиз-ди-Фора. На данный момент является стипендиатором UFJF.,"Graduanda em Psicologia pela Universidade Federal de Juiz de Fora. Atualmente é  bolsista de Iniciação Cientifica, atua em estratégias de atuação de marketing e divulgação do site Viva sem Tabaco.

",ok
###################################,,,,,,ok
# CONTATO,,,,,,ok
###################################,,,,,,ok
contact.h1,Contato,Contacto,Contact,Контакт,Kontakt,ok
contact.titlepage,Contato | Viva sem tabaco,Contacto | Viva sin tabaco,Contact I Live without Tobacco,Контакт | Живи без Табака,Kontakt | Lebe ohne Tabak,ok
contact.h4.a,E-mail: contato@vivasemtabaco.com.br,Email: contato@vivasemtabaco.com.br,E-mail: contato@vivasemtabaco.com.br,Эл. почта: contato@vivasemtabaco.com.br,Email: contato@vivasemtabaco.com.br,ok
contact.h4.b,Twitter: @vivasemtabaco,Twitter: @ vivasemtabaco,Twitter: @vivasemtabaco,Твиттер: @vivasemtabaco,Twitter: @vivasemtabaco.com.br,ok
contact.h2,Envio,Envío,Send,Отправить,Senden,ok
contact.h4.msg,Mensagem,Mensaje,Message,Сообщение,Nachricht,ok
###################################,,,,,,ok
# NEW ACCOUNT,,,,,,ok
###################################,,,,,,ok
naccount.titlepage,Cadastrar nova conta | Viva sem tabaco,Registrar nueva cuenta | Viva sin tabaco,Create a new account | Live without Tobacco,Создать новый профайл | Живи без Табака,Mit einem neuen Konto anmelden | Lebe ohne Tabak,ok
naccount.register,Cadastro,Registro,Sign up,Зарегистрироваться,Anmeldung,ok
naccount.name,Nome,Nombre,Name,Имя,Vorname,ok
naccount.fullname,Nome completo,Nombre completo,Full name,Полное имя,vollständiger Name,ok
naccount.invalidemail,O e-mail está incorreto.,El correo electrónico no está correcto.,The email address is incorrect,Адрес электронной почты неверен,Die Email-Adresse ist falsch.,ok
naccount.rpt.psw,Repetir senha,Repetir contraseña,Repeat the password,Повторите пароль,Passwort wiederholen,ok
naccount.birthdate,Nascimento,Nacimiento,Birthday,Дата Рождения,Geburtsdatum,ok
naccount.day,Dia,Día,Day,День,Tag,ok
naccount.month,Mês,Mes,Month,Месяц,Monat,ok
naccount.year,Ano,Año,Year,Год,Jahr,ok
naccount.sex,Sexo,Sexo,Sex,Пол,Geschlecht,ok
naccount.female,Feminino,Femenino,Female,Женский,weiblich,ok
naccount.male,Masculino,Masculino,Male,Мужской,männlich,ok
naccount.already.registered,Já tem cadastro?,¿ya tiene un registro?,Are you already registered?,Уже зарегистрированы?,Sind Sie bereits angemeldet?,ok
naccount.p.botton,"Ao efetuar o cadastro, você concorda com os","Al efectuar el registro, usted está de acuerdo con los terminos de uso Cuando se completa el registro, usted está de acuerdo con las condiciones de servicio","By signing up, you agree with the Terms of Use.","Регистрируясь, Вы соглашаетесь с Правилами Пользования.","Wenn Sie sich anmelden, stimmen Sie den Nutzungsbedingungen zu.",ok
naccount.already.userterms,termos de uso,Terminos de uso,Terms of Use,Правила Пользования,Nutzungsbedingungen,ok
###################################,,,,,,ok
# TERMS OF USE,,,,,,ok
###################################,,,,,,ok
terms.pagetitle,Termos de uso | Viva sem tabaco,Terminos de uso  | Viva sin tabaco,Terms of use I Live without Tobacco,Правила Пользования | Живи без Табака,Nutzungsbedingungen,ok
terms.title.h1,"Termo de responsabilidade, política de privacidade e termos e condições de uso do site.","Término de responsabilidad, política de privacidad y términos y condiciones de uso del sitio web.","Responsibility term, privacy policies and conditions of use of the website","Условия ответственности, нормы приватности и условия пользования веб-сайта","Widerrufrechte, Datenschutz und Nutzungsbedingungen der Website.",ok
terms.p.version,Versão: 1.0,Versión: 1.0,Version: 1.0,Версия: 1.0,Version: 1.0,ok
terms.description.p1,"Bem vindo ao site ""Viva sem tabaco"". Para que o uso do site seja satisfatório e não ofensivo para você, é importante ler, entender e concordar com os seguintes termos e condições.","Bienvenido a la página web""Viva sin tabaco"" Para que el uso del sitio web sea satisfactorio y no ofensivo para usted, es importante leer, entender y estar de acuerdo con los siguientes términos y condiciones.","Welcome to the ""Live without Tobacco"" website. In order to properly use the website it is worth reading, understanding and agreeing on the following terms and conditions.","Добро Пожаловать на сайт ""Живи без Табака"". Для того, чтобы правильно пользоваться сайтом, рекоммендуется ознакомление, понимание и принятие следующих правил и условий.","Herzlich Willkommen zur Website ""Lebe ohne Tabak"". Damit die Benutzung dieser Seite für Sie zufriedenstellend wird, ist es wichtig, die folgenden Nutzungsbedingungen zu lesen, zu verstehen sowie zu akzeptieren.",ok
terms.description.p2,"Este site foi desenvolvido com intuito de ser um serviço público, ofertando informações e um programa de tratamento do tabagismo.","Este sitio web fue desarrollado con la intención de ser un servicio público, ofreciendo informaciones y además un programa de tratamiento del tabaquismo.",The current website was developed to offer a web-based tobacco treatment program.,Данный сайт был разработан для предложения онлайн программы по лечению табакозависимости.,"Diese Website wurde mit der Intention entwickelt, für eine breite Öffentlichkeit Informationen und ein Programm zur Behandlung der Tabakabhängigkeit zur Verfügung zu stellen.",ok
terms.description.p3,O programa é complementar ao tratamento tradicional de tabagismo e sua utilização do programa não\n substitui a consulta com profissionais de saúde.,El programa es complementario al tratamiento tradicional de tabaquismo y su uso no substituye la consulta con un profesional de la salud.,The program does not replace health professionals treatment.,Эта программа не может заменить лечение профессиональных врачей.,Das Programm ist ergänzend zu herkömmlichen Behandlungsmethoden bei Tabakabhängigkeit entwickelt worden. Seine Anwendung ersetzt nicht die Beratung durch Gesundheitsexperten.,ok
terms.description.p4,O programa é de caráter experimental e será testado quanto sua eficácia clínica.,El programa es de carácter experimental y será probado en cuanto su eficacia clínica.,The program is part of ongoing research and will be tested for its clinical effectiveness.,Эта программа является частью действующего исследования и будет тестирована на предмет клинической эффективности.,Das Programm befindet sich in der Forschungsphase und wird auf seine klinische Wirksamkeit noch überprüft.,ok
